0	 3.5
0.0625	 3.49688
0.125	 3.49375
0.1875	 3.49062
0.25	 3.4875
0.3125	 3.48438
0.375	 3.48125
0.4375	 3.47813
0.5	 3.475
0.5625	 3.47187
0.625	 3.46875
0.6875	 3.46563
0.75	 3.4625
0.8125	 3.45938
0.875	 3.45625
0.9375	 3.45312
1	 3.45
1.0625	 3.44688
1.125	 3.44375
1.1875	 3.44062
1.25	 3.4375
1.3125	 3.43438
1.375	 3.43125
1.4375	 3.42812
1.5	 3.425
1.5625	 3.42188
1.625	 3.41875
1.6875	 3.41562
1.75	 3.4125
1.8125	 3.40937
1.875	 3.40625
1.9375	 3.40313
2	 3.4
2.0625	 3.40313
2.125	 3.40625
2.1875	 3.40937
2.25	 3.4125
2.3125	 3.41562
2.375	 3.41875
2.4375	 3.42188
2.5	 3.425
2.5625	 3.42812
2.625	 3.43125
2.6875	 3.43438
2.75	 3.4375
2.8125	 3.44062
2.875	 3.44375
2.9375	 3.44688
3	 3.45
3.0625	 3.45312
3.125	 3.45625
3.1875	 3.45938
3.25	 3.4625
3.3125	 3.46563
3.375	 3.46875
3.4375	 3.47187
3.5	 3.475
3.5625	 3.47813
3.625	 3.48125
3.6875	 3.48438
3.75	 3.4875
3.8125	 3.49062
3.875	 3.49375
3.9375	 3.49688
4	 3.5
4.0625	 3.48438
4.125	 3.46875
4.1875	 3.45312
4.25	 3.4375
4.3125	 3.42188
4.375	 3.40625
4.4375	 3.39062
4.5	 3.375
4.5625	 3.35938
4.625	 3.34375
4.6875	 3.32812
4.75	 3.3125
4.8125	 3.29688
4.875	 3.28125
4.9375	 3.26562
5	 3.25
5.0625	 3.23438
5.125	 3.21875
5.1875	 3.20312
5.25	 3.1875
5.3125	 3.17188
5.375	 3.15625
5.4375	 3.14062
5.5	 3.125
5.5625	 3.10938
5.625	 3.09375
5.6875	 3.07812
5.75	 3.0625
5.8125	 3.04688
5.875	 3.03125
5.9375	 3.01562
6	 3
6.0625	 3.025
6.125	 3.05
6.1875	 3.075
6.25	 3.1
6.3125	 3.125
6.375	 3.15
6.4375	 3.175
6.5	 3.2
6.5625	 3.225
6.625	 3.25
6.6875	 3.275
6.75	 3.3
6.8125	 3.325
6.875	 3.35
6.9375	 3.375
7	 3.4
7.0625	 3.425
7.125	 3.45
7.1875	 3.475
7.25	 3.5
7.3125	 3.525
7.375	 3.55
7.4375	 3.575
7.5	 3.6
7.5625	 3.625
7.625	 3.65
7.6875	 3.675
7.75	 3.7
7.8125	 3.725
7.875	 3.75
7.9375	 3.775
8	 3.8
8.0625	 3.80625
8.125	 3.8125
8.1875	 3.81875
8.25	 3.825
8.3125	 3.83125
8.375	 3.8375
8.4375	 3.84375
8.5	 3.85
8.5625	 3.85625
8.625	 3.8625
8.6875	 3.86875
8.75	 3.875
8.8125	 3.88125
8.875	 3.8875
8.9375	 3.89375
9	 3.9
9.0625	 3.90625
9.125	 3.9125
9.1875	 3.91875
9.25	 3.925
9.3125	 3.93125
9.375	 3.9375
9.4375	 3.94375
9.5	 3.95
9.5625	 3.95625
9.625	 3.9625
9.6875	 3.96875
9.75	 3.975
9.8125	 3.98125
9.875	 3.9875
9.9375	 3.99375
10	 4
10.0625	 3.98438
10.125	 3.96875
10.1875	 3.95312
10.25	 3.9375
10.3125	 3.92188
10.375	 3.90625
10.4375	 3.89062
10.5	 3.875
10.5625	 3.85938
10.625	 3.84375
10.6875	 3.82812
10.75	 3.8125
10.8125	 3.79688
10.875	 3.78125
10.9375	 3.76562
11	 3.75
11.0625	 3.73438
11.125	 3.71875
11.1875	 3.70312
11.25	 3.6875
11.3125	 3.67188
11.375	 3.65625
11.4375	 3.64062
11.5	 3.625
11.5625	 3.60938
11.625	 3.59375
11.6875	 3.57812
11.75	 3.5625
11.8125	 3.54688
11.875	 3.53125
11.9375	 3.51562
12	 3.5
12.0625	 3.51562
12.125	 3.53125
12.1875	 3.54688
12.25	 3.5625
12.3125	 3.57812
12.375	 3.59375
12.4375	 3.60938
12.5	 3.625
12.5625	 3.64062
12.625	 3.65625
12.6875	 3.67188
12.75	 3.6875
12.8125	 3.70312
12.875	 3.71875
12.9375	 3.73438
13	 3.75
13.0625	 3.76562
13.125	 3.78125
13.1875	 3.79688
13.25	 3.8125
13.3125	 3.82812
13.375	 3.84375
13.4375	 3.85938
13.5	 3.875
13.5625	 3.89062
13.625	 3.90625
13.6875	 3.92188
13.75	 3.9375
13.8125	 3.95312
13.875	 3.96875
13.9375	 3.98438
14	 4
14.0625	 3.98438
14.125	 3.96875
14.1875	 3.95312
14.25	 3.9375
14.3125	 3.92188
14.375	 3.90625
14.4375	 3.89062
14.5	 3.875
14.5625	 3.85938
14.625	 3.84375
14.6875	 3.82812
14.75	 3.8125
14.8125	 3.79688
14.875	 3.78125
14.9375	 3.76562
15	 3.75
15.0625	 3.73438
15.125	 3.71875
15.1875	 3.70312
15.25	 3.6875
15.3125	 3.67188
15.375	 3.65625
15.4375	 3.64062
15.5	 3.625
15.5625	 3.60938
15.625	 3.59375
15.6875	 3.57812
15.75	 3.5625
15.8125	 3.54688
15.875	 3.53125
15.9375	 3.51562
16	 3.5
16.0625	 3.54688
16.125	 3.59375
16.1875	 3.64062
16.25	 3.6875
16.3125	 3.73438
16.375	 3.78125
16.4375	 3.82812
16.5	 3.875
16.5625	 3.92188
16.625	 3.96875
16.6875	 4.01562
16.75	 4.0625
16.8125	 4.10938
16.875	 4.15625
16.9375	 4.20312
17	 4.25
17.0625	 4.29688
17.125	 4.34375
17.1875	 4.39062
17.25	 4.4375
17.3125	 4.48438
17.375	 4.53125
17.4375	 4.57812
17.5	 4.625
17.5625	 4.67188
17.625	 4.71875
17.6875	 4.76562
17.75	 4.8125
17.8125	 4.85938
17.875	 4.90625
17.9375	 4.95312
18	 5
18.0625	 5.01562
18.125	 5.03125
18.1875	 5.04688
18.25	 5.0625
18.3125	 5.07812
18.375	 5.09375
18.4375	 5.10938
18.5	 5.125
18.5625	 5.14062
18.625	 5.15625
18.6875	 5.17188
18.75	 5.1875
18.8125	 5.20312
18.875	 5.21875
18.9375	 5.23438
19	 5.25
19.0625	 5.26562
19.125	 5.28125
19.1875	 5.29688
19.25	 5.3125
19.3125	 5.32812
19.375	 5.34375
19.4375	 5.35938
19.5	 5.375
19.5625	 5.39062
19.625	 5.40625
19.6875	 5.42188
19.75	 5.4375
19.8125	 5.45312
19.875	 5.46875
19.9375	 5.48438
20	 5.5
20.0625	 5.51562
20.125	 5.53125
20.1875	 5.54688
20.25	 5.5625
20.3125	 5.57812
20.375	 5.59375
20.4375	 5.60938
20.5	 5.625
20.5625	 5.64062
20.625	 5.65625
20.6875	 5.67188
20.75	 5.6875
20.8125	 5.70312
20.875	 5.71875
20.9375	 5.73438
21	 5.75
21.0625	 5.76562
21.125	 5.78125
21.1875	 5.79688
21.25	 5.8125
21.3125	 5.82812
21.375	 5.84375
21.4375	 5.85938
21.5	 5.875
21.5625	 5.89062
21.625	 5.90625
21.6875	 5.92188
21.75	 5.9375
21.8125	 5.95312
21.875	 5.96875
21.9375	 5.98438
22	 6
22.0625	 6
22.125	 6
22.1875	 6
22.25	 6
22.3125	 6
22.375	 6
22.4375	 6
22.5	 6
22.5625	 6
22.625	 6
22.6875	 6
22.75	 6
22.8125	 6
22.875	 6
22.9375	 6
23	 6
23.0625	 6
23.125	 6
23.1875	 6
23.25	 6
23.3125	 6
23.375	 6
23.4375	 6
23.5	 6
23.5625	 6
23.625	 6
23.6875	 6
23.75	 6
23.8125	 6
23.875	 6
23.9375	 6
24	 6
24.0625	 5.96875
24.125	 5.9375
24.1875	 5.90625
24.25	 5.875
24.3125	 5.84375
24.375	 5.8125
24.4375	 5.78125
24.5	 5.75
24.5625	 5.71875
24.625	 5.6875
24.6875	 5.65625
24.75	 5.625
24.8125	 5.59375
24.875	 5.5625
24.9375	 5.53125
25	 5.5
25.0625	 5.46875
25.125	 5.4375
25.1875	 5.40625
25.25	 5.375
25.3125	 5.34375
25.375	 5.3125
25.4375	 5.28125
25.5	 5.25
25.5625	 5.21875
25.625	 5.1875
25.6875	 5.15625
25.75	 5.125
25.8125	 5.09375
25.875	 5.0625
25.9375	 5.03125
26	 5
26.0625	 4.98438
26.125	 4.96875
26.1875	 4.95312
26.25	 4.9375
26.3125	 4.92188
26.375	 4.90625
26.4375	 4.89062
26.5	 4.875
26.5625	 4.85938
26.625	 4.84375
26.6875	 4.82812
26.75	 4.8125
26.8125	 4.79688
26.875	 4.78125
26.9375	 4.76562
27	 4.75
27.0625	 4.73438
27.125	 4.71875
27.1875	 4.70312
27.25	 4.6875
27.3125	 4.67188
27.375	 4.65625
27.4375	 4.64062
27.5	 4.625
27.5625	 4.60938
27.625	 4.59375
27.6875	 4.57812
27.75	 4.5625
27.8125	 4.54688
27.875	 4.53125
27.9375	 4.51562
28	 4.5
28.0625	 4.51562
28.125	 4.53125
28.1875	 4.54688
28.25	 4.5625
28.3125	 4.57812
28.375	 4.59375
28.4375	 4.60938
28.5	 4.625
28.5625	 4.64062
28.625	 4.65625
28.6875	 4.67188
28.75	 4.6875
28.8125	 4.70312
28.875	 4.71875
28.9375	 4.73438
29	 4.75
29.0625	 4.76562
29.125	 4.78125
29.1875	 4.79688
29.25	 4.8125
29.3125	 4.82812
29.375	 4.84375
29.4375	 4.85938
29.5	 4.875
29.5625	 4.89062
29.625	 4.90625
29.6875	 4.92188
29.75	 4.9375
29.8125	 4.95312
29.875	 4.96875
29.9375	 4.98438
30	 5
30.0625	 4.99375
30.125	 4.9875
30.1875	 4.98125
30.25	 4.975
30.3125	 4.96875
30.375	 4.9625
30.4375	 4.95625
30.5	 4.95
30.5625	 4.94375
30.625	 4.9375
30.6875	 4.93125
30.75	 4.925
30.8125	 4.91875
30.875	 4.9125
30.9375	 4.90625
31	 4.9
31.0625	 4.89375
31.125	 4.8875
31.1875	 4.88125
31.25	 4.875
31.3125	 4.86875
31.375	 4.8625
31.4375	 4.85625
31.5	 4.85
31.5625	 4.84375
31.625	 4.8375
