hrs	 time	 fatigue
55.0625	 18.5708	 6.2125
55.125	 18.5593	 6.225
55.1875	 18.5477	 6.2375
55.25	 18.5362	 6.25
55.3125	 18.5247	 6.2625
55.375	 18.5132	 6.275
55.4375	 18.5017	 6.2875
55.5	 18.4902	 6.3
55.5625	 18.4786	 6.3125
55.625	 18.4671	 6.325
55.6875	 18.4556	 6.3375
55.75	 18.4441	 6.35
55.8125	 18.4326	 6.3625
55.875	 18.4212	 6.375
55.9375	 18.4097	 6.3875
56	 18.3982	 6.4
56.0625	 18.4407	 6.35625
56.125	 18.4833	 6.3125
56.1875	 18.526	 6.26875
56.25	 18.5687	 6.225
56.3125	 18.6115	 6.18125
56.375	 18.6544	 6.1375
56.4375	 18.6973	 6.09375
56.5	 18.7404	 6.05
56.5625	 18.7835	 6.00625
56.625	 18.8268	 5.9625
56.6875	 18.8701	 5.91875
56.75	 18.9136	 5.875
56.8125	 18.9571	 5.83125
56.875	 19.0008	 5.7875
56.9375	 19.0447	 5.74375
57	 19.0887	 5.7
57.0625	 19.1328	 5.65625
57.125	 19.1771	 5.6125
57.1875	 19.2215	 5.56875
57.25	 19.2661	 5.525
57.3125	 19.3109	 5.48125
57.375	 19.3559	 5.4375
57.4375	 19.4011	 5.39375
57.5	 19.4465	 5.35
57.5625	 19.4921	 5.30625
57.625	 19.5379	 5.2625
57.6875	 19.5839	 5.21875
57.75	 19.6302	 5.175
57.8125	 19.6768	 5.13125
57.875	 19.7236	 5.0875
57.9375	 19.7707	 5.04375
58	 19.8181	 5
58.0625	 19.7851	 5.03125
58.125	 19.7523	 5.0625
58.1875	 19.7196	 5.09375
58.25	 19.6871	 5.125
58.3125	 19.6547	 5.15625
58.375	 19.6224	 5.1875
58.4375	 19.5902	 5.21875
58.5	 19.5581	 5.25
58.5625	 19.5262	 5.28125
58.625	 19.4944	 5.3125
58.6875	 19.4627	 5.34375
58.75	 19.431	 5.375
58.8125	 19.3995	 5.40625
58.875	 19.3681	 5.4375
58.9375	 19.3368	 5.46875
59	 19.3056	 5.5
59.0625	 19.2744	 5.53125
59.125	 19.2434	 5.5625
59.1875	 19.2124	 5.59375
59.25	 19.1815	 5.625
59.3125	 19.1507	 5.65625
59.375	 19.12	 5.6875
59.4375	 19.0893	 5.71875
59.5	 19.0587	 5.75
59.5625	 19.0282	 5.78125
59.625	 18.9978	 5.8125
59.6875	 18.9674	 5.84375
59.75	 18.937	 5.875
59.8125	 18.9068	 5.90625
59.875	 18.8765	 5.9375
59.9375	 18.8464	 5.96875
60	 18.8163	 6
60.0625	 18.8626	 5.95312
60.125	 18.9091	 5.90625
60.1875	 18.9556	 5.85938
60.25	 19.0024	 5.8125
60.3125	 19.0493	 5.76562
60.375	 19.0963	 5.71875
60.4375	 19.1435	 5.67188
60.5	 19.1909	 5.625
60.5625	 19.2385	 5.57812
60.625	 19.2863	 5.53125
60.6875	 19.3343	 5.48438
60.75	 19.3825	 5.4375
60.8125	 19.431	 5.39062
60.875	 19.4796	 5.34375
60.9375	 19.5286	 5.29688
61	 19.5778	 5.25
61.0625	 19.6273	 5.20312
61.125	 19.677	 5.15625
61.1875	 19.7271	 5.10938
61.25	 19.7775	 5.0625
61.3125	 19.8283	 5.01562
61.375	 19.8793	 4.96875
61.4375	 19.9308	 4.92188
61.5	 19.9826	 4.875
61.5625	 20.0349	 4.82812
61.625	 20.0876	 4.78125
61.6875	 20.1407	 4.73438
61.75	 20.1942	 4.6875
61.8125	 20.2483	 4.64062
61.875	 20.3029	 4.59375
61.9375	 20.358	 4.54688
62	 20.4137	 4.5
62.0625	 20.3664	 4.54063
62.125	 20.3194	 4.58125
62.1875	 20.2729	 4.62187
62.25	 20.2267	 4.6625
62.3125	 20.1809	 4.70312
62.375	 20.1355	 4.74375
62.4375	 20.0904	 4.78438
62.5	 20.0456	 4.825
62.5625	 20.0011	 4.86562
62.625	 19.9569	 4.90625
62.6875	 19.913	 4.94688
62.75	 19.8694	 4.9875
62.8125	 19.826	 5.02813
62.875	 19.7829	 5.06875
62.9375	 19.74	 5.10938
63	 19.6974	 5.15
63.0625	 19.655	 5.19063
63.125	 19.6128	 5.23125
63.1875	 19.5708	 5.27187
63.25	 19.529	 5.3125
63.3125	 19.4874	 5.35313
63.375	 19.446	 5.39375
63.4375	 19.4048	 5.43437
63.5	 19.3637	 5.475
63.5625	 19.3228	 5.51562
63.625	 19.2821	 5.55625
63.6875	 19.2415	 5.59687
63.75	 19.201	 5.6375
63.8125	 19.1607	 5.67812
63.875	 19.1205	 5.71875
63.9375	 19.0804	 5.75938
64	 19.0405	 5.8
64.0625	 19.0316	 5.80937
64.125	 19.0227	 5.81875
64.1875	 19.0139	 5.82812
64.25	 19.005	 5.8375
64.3125	 18.9961	 5.84688
64.375	 18.9872	 5.85625
64.4375	 18.9784	 5.86562
64.5	 18.9695	 5.875
64.5625	 18.9607	 5.88438
64.625	 18.9518	 5.89375
64.6875	 18.943	 5.90312
64.75	 18.9341	 5.9125
64.8125	 18.9253	 5.92188
64.875	 18.9165	 5.93125
64.9375	 18.9076	 5.94062
65	 18.8988	 5.95
65.0625	 18.89	 5.95937
65.125	 18.8812	 5.96875
65.1875	 18.8724	 5.97812
65.25	 18.8636	 5.9875
65.3125	 18.8548	 5.99687
65.375	 18.846	 6.00625
65.4375	 18.8372	 6.01562
65.5	 18.8284	 6.025
65.5625	 18.8196	 6.03437
65.625	 18.8108	 6.04375
65.6875	 18.802	 6.05312
65.75	 18.7932	 6.0625
65.8125	 18.7844	 6.07188
65.875	 18.7757	 6.08125
65.9375	 18.7669	 6.09062
66	 18.7581	 6.1
66.0625	 18.7555	 6.10312
66.125	 18.7528	 6.10625
66.1875	 18.7501	 6.10938
66.25	 18.7474	 6.1125
66.3125	 18.7448	 6.11562
66.375	 18.7421	 6.11875
66.4375	 18.7394	 6.12188
66.5	 18.7367	 6.125
66.5625	 18.734	 6.12812
66.625	 18.7314	 6.13125
66.6875	 18.7287	 6.13438
66.75	 18.726	 6.1375
66.8125	 18.7233	 6.14062
66.875	 18.7206	 6.14375
66.9375	 18.718	 6.14688
67	 18.7153	 6.15
67.0625	 18.7126	 6.15313
67.125	 18.7099	 6.15625
67.1875	 18.7072	 6.15938
67.25	 18.7045	 6.1625
67.3125	 18.7019	 6.16563
67.375	 18.6992	 6.16875
67.4375	 18.6965	 6.17188
67.5	 18.6938	 6.175
67.5625	 18.6911	 6.17813
67.625	 18.6884	 6.18125
67.6875	 18.6857	 6.18438
67.75	 18.6831	 6.1875
67.8125	 18.6804	 6.19062
67.875	 18.6777	 6.19375
67.9375	 18.675	 6.19688
68	 18.6723	 6.2
68.0625	 18.6666	 6.20625
68.125	 18.6609	 6.2125
68.1875	 18.6551	 6.21875
68.25	 18.6494	 6.225
68.3125	 18.6437	 6.23125
68.375	 18.638	 6.2375
68.4375	 18.6323	 6.24375
68.5	 18.6266	 6.25
68.5625	 18.6208	 6.25625
68.625	 18.6151	 6.2625
68.6875	 18.6094	 6.26875
68.75	 18.6037	 6.275
68.8125	 18.598	 6.28125
68.875	 18.5923	 6.2875
68.9375	 18.5866	 6.29375
69	 18.5809	 6.3
69.0625	 18.5752	 6.30625
69.125	 18.5694	 6.3125
69.1875	 18.5637	 6.31875
69.25	 18.558	 6.325
69.3125	 18.5523	 6.33125
69.375	 18.5466	 6.3375
69.4375	 18.5409	 6.34375
69.5	 18.5352	 6.35
69.5625	 18.5295	 6.35625
69.625	 18.5238	 6.3625
69.6875	 18.5181	 6.36875
69.75	 18.5124	 6.375
69.8125	 18.5067	 6.38125
69.875	 18.501	 6.3875
69.9375	 18.4953	 6.39375
70	 18.4896	 6.4
70.0625	 18.4869	 6.40313
70.125	 18.4842	 6.40625
70.1875	 18.4815	 6.40938
70.25	 18.4788	 6.4125
70.3125	 18.4761	 6.41563
70.375	 18.4734	 6.41875
70.4375	 18.4707	 6.42188
70.5	 18.468	 6.425
70.5625	 18.4653	 6.42813
70.625	 18.4626	 6.43125
70.6875	 18.4599	 6.43438
70.75	 18.4572	 6.4375
70.8125	 18.4545	 6.44062
70.875	 18.4518	 6.44375
70.9375	 18.4491	 6.44688
71	 18.4464	 6.45
71.0625	 18.4437	 6.45312
71.125	 18.441	 6.45625
71.1875	 18.4383	 6.45938
71.25	 18.4356	 6.4625
71.3125	 18.4329	 6.46563
71.375	 18.4302	 6.46875
71.4375	 18.4275	 6.47187
71.5	 18.4248	 6.475
71.5625	 18.4221	 6.47812
71.625	 18.4194	 6.48125
71.6875	 18.4167	 6.48438
71.75	 18.414	 6.4875
71.8125	 18.4113	 6.49062
71.875	 18.4086	 6.49375
71.9375	 18.4059	 6.49688
72	 18.4032	 6.5
72.0625	 18.4125	 6.49062
72.125	 18.4218	 6.48125
72.1875	 18.4311	 6.47188
72.25	 18.4404	 6.4625
72.3125	 18.4497	 6.45312
72.375	 18.459	 6.44375
72.4375	 18.4683	 6.43437
72.5	 18.4776	 6.425
72.5625	 18.4869	 6.41563
72.625	 18.4962	 6.40625
72.6875	 18.5056	 6.39687
72.75	 18.5149	 6.3875
72.8125	 18.5242	 6.37812
72.875	 18.5335	 6.36875
72.9375	 18.5428	 6.35938
73	 18.5522	 6.35
73.0625	 18.5615	 6.34062
73.125	 18.5708	 6.33125
73.1875	 18.5802	 6.32188
73.25	 18.5895	 6.3125
73.3125	 18.5989	 6.30312
73.375	 18.6082	 6.29375
73.4375	 18.6176	 6.28438
73.5	 18.6269	 6.275
73.5625	 18.6363	 6.26562
73.625	 18.6456	 6.25625
73.6875	 18.655	 6.24688
73.75	 18.6644	 6.2375
73.8125	 18.6737	 6.22813
73.875	 18.6831	 6.21875
73.9375	 18.6925	 6.20937
74	 18.7019	 6.2
74.0625	 18.7143	 6.1875
74.125	 18.7267	 6.175
74.1875	 18.7392	 6.1625
74.25	 18.7516	 6.15
74.3125	 18.764	 6.1375
74.375	 18.7765	 6.125
74.4375	 18.789	 6.1125
74.5	 18.8014	 6.1
74.5625	 18.8139	 6.0875
74.625	 18.8264	 6.075
74.6875	 18.8389	 6.0625
74.75	 18.8514	 6.05
74.8125	 18.8639	 6.0375
74.875	 18.8765	 6.025
74.9375	 18.889	 6.0125
75	 18.9015	 6
75.0625	 18.9141	 5.9875
75.125	 18.9266	 5.975
75.1875	 18.9392	 5.9625
75.25	 18.9518	 5.95
75.3125	 18.9644	 5.9375
75.375	 18.977	 5.925
75.4375	 18.9896	 5.9125
75.5	 19.0022	 5.9
75.5625	 19.0149	 5.8875
75.625	 19.0275	 5.875
75.6875	 19.0402	 5.8625
75.75	 19.0528	 5.85
75.8125	 19.0655	 5.8375
75.875	 19.0782	 5.825
75.9375	 19.0909	 5.8125
76	 19.1036	 5.8
76.0625	 19.0945	 5.80937
76.125	 19.0855	 5.81875
76.1875	 19.0764	 5.82812
76.25	 19.0673	 5.8375
76.3125	 19.0583	 5.84688
76.375	 19.0492	 5.85625
76.4375	 19.0402	 5.86562
76.5	 19.0312	 5.875
76.5625	 19.0221	 5.88438
76.625	 19.0131	 5.89375
76.6875	 19.0041	 5.90312
76.75	 18.9951	 5.9125
76.8125	 18.9861	 5.92188
76.875	 18.9771	 5.93125
76.9375	 18.9681	 5.94062
77	 18.9591	 5.95
77.0625	 18.9501	 5.95937
77.125	 18.9411	 5.96875
77.1875	 18.9322	 5.97812
77.25	 18.9232	 5.9875
77.3125	 18.9142	 5.99687
77.375	 18.9052	 6.00625
77.4375	 18.8963	 6.01562
77.5	 18.8873	 6.025
77.5625	 18.8784	 6.03437
77.625	 18.8694	 6.04375
77.6875	 18.8605	 6.05312
77.75	 18.8516	 6.0625
77.8125	 18.8426	 6.07188
77.875	 18.8337	 6.08125
77.9375	 18.8248	 6.09062
78	 18.8158	 6.1
78.0625	 18.813	 6.10312
78.125	 18.8102	 6.10625
78.1875	 18.8074	 6.10938
78.25	 18.8046	 6.1125
78.3125	 18.8018	 6.11562
78.375	 18.799	 6.11875
78.4375	 18.7962	 6.12188
78.5	 18.7933	 6.125
78.5625	 18.7905	 6.12812
78.625	 18.7877	 6.13125
78.6875	 18.7849	 6.13438
78.75	 18.7821	 6.1375
78.8125	 18.7793	 6.14062
78.875	 18.7765	 6.14375
78.9375	 18.7737	 6.14688
79	 18.7708	 6.15
79.0625	 18.768	 6.15313
79.125	 18.7652	 6.15625
79.1875	 18.7624	 6.15938
79.25	 18.7596	 6.1625
79.3125	 18.7568	 6.16563
79.375	 18.754	 6.16875
79.4375	 18.7511	 6.17188
79.5	 18.7483	 6.175
79.5625	 18.7455	 6.17813
79.625	 18.7427	 6.18125
79.6875	 18.7399	 6.18438
79.75	 18.7371	 6.1875
79.8125	 18.7343	 6.19062
79.875	 18.7315	 6.19375
79.9375	 18.7286	 6.19688
80	 18.7258	 6.2
80.0625	 18.7321	 6.19375
80.125	 18.7384	 6.1875
80.1875	 18.7447	 6.18125
80.25	 18.751	 6.175
80.3125	 18.7573	 6.16875
80.375	 18.7637	 6.1625
80.4375	 18.77	 6.15625
80.5	 18.7763	 6.15
80.5625	 18.7826	 6.14375
80.625	 18.7889	 6.1375
80.6875	 18.7952	 6.13125
80.75	 18.8016	 6.125
80.8125	 18.8079	 6.11875
80.875	 18.8142	 6.1125
80.9375	 18.8205	 6.10625
81	 18.8269	 6.1
81.0625	 18.8332	 6.09375
81.125	 18.8395	 6.0875
81.1875	 18.8459	 6.08125
81.25	 18.8522	 6.075
81.3125	 18.8585	 6.06875
81.375	 18.8649	 6.0625
81.4375	 18.8712	 6.05625
81.5	 18.8775	 6.05
81.5625	 18.8839	 6.04375
81.625	 18.8902	 6.0375
81.6875	 18.8966	 6.03125
81.75	 18.9029	 6.025
81.8125	 18.9093	 6.01875
81.875	 18.9156	 6.0125
81.9375	 18.922	 6.00625
82	 18.9284	 6
82.0625	 18.9255	 6.00312
82.125	 18.9226	 6.00625
82.1875	 18.9198	 6.00938
82.25	 18.9169	 6.0125
82.3125	 18.9141	 6.01562
82.375	 18.9112	 6.01875
82.4375	 18.9083	 6.02188
82.5	 18.9055	 6.025
82.5625	 18.9026	 6.02813
82.625	 18.8997	 6.03125
82.6875	 18.8969	 6.03437
82.75	 18.894	 6.0375
82.8125	 18.8912	 6.04062
82.875	 18.8883	 6.04375
82.9375	 18.8854	 6.04688
83	 18.8826	 6.05
83.0625	 18.8797	 6.05312
83.125	 18.8768	 6.05625
83.1875	 18.874	 6.05938
83.25	 18.8711	 6.0625
83.3125	 18.8683	 6.06562
83.375	 18.8654	 6.06875
83.4375	 18.8625	 6.07187
83.5	 18.8597	 6.075
83.5625	 18.8568	 6.07812
83.625	 18.8539	 6.08125
83.6875	 18.8511	 6.08437
83.75	 18.8482	 6.0875
83.8125	 18.8454	 6.09062
83.875	 18.8425	 6.09375
83.9375	 18.8396	 6.09687
84	 18.8368	 6.1
84.0625	 18.8461	 6.09062
84.125	 18.8555	 6.08125
84.1875	 18.8649	 6.07188
84.25	 18.8743	 6.0625
84.3125	 18.8837	 6.05312
84.375	 18.8931	 6.04375
84.4375	 18.9025	 6.03437
84.5	 18.9119	 6.025
84.5625	 18.9213	 6.01562
84.625	 18.9307	 6.00625
84.6875	 18.9401	 5.99687
84.75	 18.9495	 5.9875
84.8125	 18.959	 5.97812
84.875	 18.9684	 5.96875
84.9375	 18.9779	 5.95937
85	 18.9873	 5.95
85.0625	 18.9968	 5.94062
85.125	 19.0062	 5.93125
85.1875	 19.0157	 5.92188
85.25	 19.0251	 5.9125
85.3125	 19.0346	 5.90312
85.375	 19.0441	 5.89375
85.4375	 19.0536	 5.88438
85.5	 19.0631	 5.875
85.5625	 19.0726	 5.86562
85.625	 19.0821	 5.85625
85.6875	 19.0916	 5.84688
85.75	 19.1011	 5.8375
85.8125	 19.1107	 5.82812
85.875	 19.1202	 5.81875
85.9375	 19.1298	 5.80937
85.9375	 19.1298	 5.80937
